Seq,DOY,DATE,HOUR,AMF_FC_OLD,FCH4_nmol_OLD,AMF_FCH4_OLD,AMF_FC,FCH4_nmol,AMF_FCH4
662,27.583,1/28/2015,14,,,,,,
663,27.625,1/28/2015,15,,,,,,
664,27.667,1/28/2015,16,,,,,,
665,27.708,1/28/2015,17,,,,,,
666,27.75,1/28/2015,18,,,,,,
667,27.792,1/28/2015,19,,,,,,
668,27.833,1/28/2015,20,,,,,,
669,27.875,1/28/2015,21,,,,,,
670,27.917,1/28/2015,22,,,,,,
671,27.958,1/28/2015,23,,,,,,
672,28,1/28/2015,24,,,,,,
673,28.042,1/29/2015,1,,,,,,
674,28.083,1/29/2015,2,,,,,,
675,28.125,1/29/2015,3,,,,,,
676,28.167,1/29/2015,4,,,,,,
677,28.208,1/29/2015,5,,,,,,
678,28.25,1/29/2015,6,,,,,,
679,28.292,1/29/2015,7,,,,,,
680,28.333,1/29/2015,8,,,,,,
681,28.375,1/29/2015,9,,,,,,
682,28.417,1/29/2015,10,,,,,,
683,28.458,1/29/2015,11,,,,,,
684,28.5,1/29/2015,12,,,,,,
685,28.542,1/29/2015,13,,,,,,
686,28.583,1/29/2015,14,,,,,,
687,28.625,1/29/2015,15,,,,,,
688,28.667,1/29/2015,16,,,,,,
689,28.708,1/29/2015,17,,,,,,
690,28.75,1/29/2015,18,,,,,,
691,28.792,1/29/2015,19,,,,,,
692,28.833,1/29/2015,20,,,,,,
693,28.875,1/29/2015,21,,,,,,
694,28.917,1/29/2015,22,,,,,,
695,28.958,1/29/2015,23,,,,,,
696,29,1/29/2015,24,,,,,,
697,29.042,1/30/2015,1,,,,,,
698,29.083,1/30/2015,2,,,,,,
699,29.125,1/30/2015,3,,,,,,
700,29.167,1/30/2015,4,,,,,,
701,29.208,1/30/2015,5,,,,,,
702,29.25,1/30/2015,6,,,,,,
703,29.292,1/30/2015,7,,,,,,
704,29.333,1/30/2015,8,,,,,,
705,29.375,1/30/2015,9,,,,,,
706,29.417,1/30/2015,10,,,,,,
707,29.458,1/30/2015,11,,,,,,
708,29.5,1/30/2015,12,,,,,,
709,29.542,1/30/2015,13,,,,,,
710,29.583,1/30/2015,14,,,,,,
711,29.625,1/30/2015,15,,,,,,
712,29.667,1/30/2015,16,,,,,,
713,29.708,1/30/2015,17,,,,,,
714,29.75,1/30/2015,18,,,,,,
715,29.792,1/30/2015,19,,,,,,
716,29.833,1/30/2015,20,,,,,,
717,29.875,1/30/2015,21,,,,,,
718,29.917,1/30/2015,22,,,,,,
719,29.958,1/30/2015,23,,,,,,
720,30,1/30/2015,24,,,,,,
721,30.042,1/31/2015,1,,,,,,
722,30.083,1/31/2015,2,,,,,,
723,30.125,1/31/2015,3,,,,,,
724,30.167,1/31/2015,4,,,,,,
725,30.208,1/31/2015,5,,,,,,
726,30.25,1/31/2015,6,,,,,,
727,30.292,1/31/2015,7,,,,,,
728,30.333,1/31/2015,8,,,,,,
729,30.375,1/31/2015,9,,,,,,
730,30.417,1/31/2015,10,,,,,,
731,30.458,1/31/2015,11,,,,,,
732,30.5,1/31/2015,12,,,,,,
733,30.542,1/31/2015,13,,,,,,
734,30.583,1/31/2015,14,,,,,,
735,30.625,1/31/2015,15,,,,,,
736,30.667,1/31/2015,16,,,,,,
737,30.708,1/31/2015,17,,,,,,
738,30.75,1/31/2015,18,,,,,,
739,30.792,1/31/2015,19,,,,,,
740,30.833,1/31/2015,20,,,,,,
741,30.875,1/31/2015,21,,,,,,
742,30.917,1/31/2015,22,,,,,,
743,30.958,1/31/2015,23,,,,,,
744,31,1/31/2015,24,,,,,,
745,31.042,2/1/2015,1,,,,,,
746,31.083,2/1/2015,2,,,,,,
747,31.125,2/1/2015,3,,,,,,
748,31.167,2/1/2015,4,,,,,,
749,31.208,2/1/2015,5,,,,,,
750,31.25,2/1/2015,6,,,,,,
751,31.292,2/1/2015,7,,,,,,
752,31.333,2/1/2015,8,,,,,,
753,31.375,2/1/2015,9,,,,,,
754,31.417,2/1/2015,10,,,,,,
755,31.458,2/1/2015,11,,,,,,
756,31.5,2/1/2015,12,,,,,,
757,31.542,2/1/2015,13,,,,,,
758,31.583,2/1/2015,14,,,,,,
759,31.625,2/1/2015,15,,,,,,
760,31.667,2/1/2015,16,,,,,,
761,31.708,2/1/2015,17,,,,,,
762,31.75,2/1/2015,18,,,,,,
763,31.792,2/1/2015,19,,,,,,
764,31.833,2/1/2015,20,,,,,,
765,31.875,2/1/2015,21,,,,,,
766,31.917,2/1/2015,22,,,,,,
767,31.958,2/1/2015,23,,,,,,
768,32,2/1/2015,24,,,,,,
769,32.042,2/2/2015,1,,,,,,
770,32.083,2/2/2015,2,,,,,,
771,32.125,2/2/2015,3,,,,,,
772,32.167,2/2/2015,4,,,,,,
773,32.208,2/2/2015,5,,,,,,
774,32.25,2/2/2015,6,,,,,,
775,32.292,2/2/2015,7,,,,,,
776,32.333,2/2/2015,8,,,,,,
777,32.375,2/2/2015,9,,,,,,
778,32.417,2/2/2015,10,,,,,,
779,32.458,2/2/2015,11,,,,,,
780,32.5,2/2/2015,12,,,,,,
781,32.542,2/2/2015,13,,,,,,
782,32.583,2/2/2015,14,,,,,,
783,32.625,2/2/2015,15,,,,,,
784,32.667,2/2/2015,16,,,,,,
785,32.708,2/2/2015,17,,,,,,
786,32.75,2/2/2015,18,,,,,,
787,32.792,2/2/2015,19,,,,,,
788,32.833,2/2/2015,20,,,,,,
789,32.875,2/2/2015,21,,,,,,
790,32.917,2/2/2015,22,,,,,,
791,32.958,2/2/2015,23,,,,,,
792,33,2/2/2015,24,,,,,,
793,33.042,2/3/2015,1,,,,,,
794,33.083,2/3/2015,2,,,,,,
795,33.125,2/3/2015,3,,,,,,
796,33.167,2/3/2015,4,,,,,,
797,33.208,2/3/2015,5,,,,,,
798,33.25,2/3/2015,6,,,,,,
799,33.292,2/3/2015,7,,,,,,
800,33.333,2/3/2015,8,,,,,,
801,33.375,2/3/2015,9,,,,,,
802,33.417,2/3/2015,10,,,,,,
803,33.458,2/3/2015,11,,,,,,
804,33.5,2/3/2015,12,,,,,,
805,33.542,2/3/2015,13,,,,,,
806,33.583,2/3/2015,14,,,,,,
807,33.625,2/3/2015,15,,,,,,
808,33.667,2/3/2015,16,,,,,,
809,33.708,2/3/2015,17,,,,,,
810,33.75,2/3/2015,18,,,,,,
811,33.792,2/3/2015,19,,,,,,
812,33.833,2/3/2015,20,,,,,,
813,33.875,2/3/2015,21,,,,,,
814,33.917,2/3/2015,22,,,,,,
815,33.958,2/3/2015,23,,,,,,
816,34,2/3/2015,24,,,,,,
817,34.042,2/4/2015,1,,,,,,
818,34.083,2/4/2015,2,,,,,,
819,34.125,2/4/2015,3,,,,,,
820,34.167,2/4/2015,4,,,,,,
821,34.208,2/4/2015,5,,,,,,
822,34.25,2/4/2015,6,,,,,,
823,34.292,2/4/2015,7,,,,,,
824,34.333,2/4/2015,8,,,,,,
825,34.375,2/4/2015,9,,,,,,
826,34.417,2/4/2015,10,,,,,,
827,34.458,2/4/2015,11,,,,,,
828,34.5,2/4/2015,12,,,,,,
829,34.542,2/4/2015,13,,,,,,
830,34.583,2/4/2015,14,,,,,,
831,34.625,2/4/2015,15,,,,,,
832,34.667,2/4/2015,16,,,,,,
833,34.708,2/4/2015,17,,,,,,
834,34.75,2/4/2015,18,,,,,,
835,34.792,2/4/2015,19,,,,,,
836,34.833,2/4/2015,20,,,,,,
837,34.875,2/4/2015,21,,,,,,
838,34.917,2/4/2015,22,,,,,,
839,34.958,2/4/2015,23,,,,,,
840,35,2/4/2015,24,,,,,,
841,35.042,2/5/2015,1,,,,,,
842,35.083,2/5/2015,2,,,,,,
843,35.125,2/5/2015,3,,,,,,
844,35.167,2/5/2015,4,,,,,,
845,35.208,2/5/2015,5,,,,,,
846,35.25,2/5/2015,6,,,,,,
847,35.292,2/5/2015,7,,,,,,
848,35.333,2/5/2015,8,,,,,,
849,35.375,2/5/2015,9,,,,,,
850,35.417,2/5/2015,10,,,,,,
851,35.458,2/5/2015,11,,,,,,
852,35.5,2/5/2015,12,,,,,,
853,35.542,2/5/2015,13,,,,,,
854,35.583,2/5/2015,14,,,,,,
855,35.625,2/5/2015,15,,,,,,
856,35.667,2/5/2015,16,,,,,,
857,35.708,2/5/2015,17,,,,,,
858,35.75,2/5/2015,18,,,,,,
859,35.792,2/5/2015,19,,,,,,
860,35.833,2/5/2015,20,,,,,,
861,35.875,2/5/2015,21,,,,,,
862,35.917,2/5/2015,22,,,,,,
863,35.958,2/5/2015,23,,,,,,
864,36,2/5/2015,24,,,,,,
865,36.042,2/6/2015,1,,,,,,
866,36.083,2/6/2015,2,,,,,,
867,36.125,2/6/2015,3,,,,,,
868,36.167,2/6/2015,4,,,,,,
869,36.208,2/6/2015,5,,,,,,
870,36.25,2/6/2015,6,,,,,,
871,36.292,2/6/2015,7,,,,,,
872,36.333,2/6/2015,8,,,,,,
873,36.375,2/6/2015,9,,,,,,
874,36.417,2/6/2015,10,,,,,,
875,36.458,2/6/2015,11,,,,,,
876,36.5,2/6/2015,12,,,,,,
877,36.542,2/6/2015,13,,,,,,
878,36.583,2/6/2015,14,,,,,,
879,36.625,2/6/2015,15,,,,,,
880,36.667,2/6/2015,16,,,,,,
881,36.708,2/6/2015,17,,,,,,
882,36.75,2/6/2015,18,,,,,,
883,36.792,2/6/2015,19,,,,,,
884,36.833,2/6/2015,20,,,,,,
885,36.875,2/6/2015,21,,,,,,
886,36.917,2/6/2015,22,,,,,,
887,36.958,2/6/2015,23,,,,,,
888,37,2/6/2015,24,,,,,,
889,37.042,2/7/2015,1,,,,,,
890,37.083,2/7/2015,2,,,,,,
891,37.125,2/7/2015,3,,,,,,
892,37.167,2/7/2015,4,,,,,,
893,37.208,2/7/2015,5,,,,,,
894,37.25,2/7/2015,6,,,,,,
895,37.292,2/7/2015,7,,,,,,
896,37.333,2/7/2015,8,,,,,,
897,37.375,2/7/2015,9,,,,,,
898,37.417,2/7/2015,10,,,,,,
899,37.458,2/7/2015,11,,,,,,
900,37.5,2/7/2015,12,,,,,,
901,37.542,2/7/2015,13,,,,,,
902,37.583,2/7/2015,14,,,,,,
903,37.625,2/7/2015,15,,,,,,
904,37.667,2/7/2015,16,,,,,,
905,37.708,2/7/2015,17,,,,,,
906,37.75,2/7/2015,18,,,,,,
907,37.792,2/7/2015,19,,,,,,
908,37.833,2/7/2015,20,,,,,,
909,37.875,2/7/2015,21,,,,,,
910,37.917,2/7/2015,22,,,,,,
911,37.958,2/7/2015,23,,,,,,
912,38,2/7/2015,24,,,,,,
913,38.042,2/8/2015,1,,,,,,
914,38.083,2/8/2015,2,,,,,,
915,38.125,2/8/2015,3,,,,,,
916,38.167,2/8/2015,4,,,,,,
917,38.208,2/8/2015,5,,,,,,
918,38.25,2/8/2015,6,,,,,,
919,38.292,2/8/2015,7,,,,,,
920,38.333,2/8/2015,8,,,,,,
921,38.375,2/8/2015,9,,,,,,
922,38.417,2/8/2015,10,,,,,,
923,38.458,2/8/2015,11,,,,,,
924,38.5,2/8/2015,12,,,,,,
925,38.542,2/8/2015,13,,,,,,
926,38.583,2/8/2015,14,,,,,,
927,38.625,2/8/2015,15,,,,,,
928,38.667,2/8/2015,16,,,,,,
929,38.708,2/8/2015,17,,,,,,
930,38.75,2/8/2015,18,,,,,,
931,38.792,2/8/2015,19,,,,,,
932,38.833,2/8/2015,20,,,,,,
933,38.875,2/8/2015,21,,,,,,
934,38.917,2/8/2015,22,,,,,,
935,38.958,2/8/2015,23,,,,,,
936,39,2/8/2015,24,,,,,,
937,39.042,2/9/2015,1,,,,,,
938,39.083,2/9/2015,2,,,,,,
939,39.125,2/9/2015,3,,,,,,
940,39.167,2/9/2015,4,,,,,,
941,39.208,2/9/2015,5,,,,,,
942,39.25,2/9/2015,6,,,,,,
943,39.292,2/9/2015,7,,,,,,
944,39.333,2/9/2015,8,,,,,,
945,39.375,2/9/2015,9,,,,,,
946,39.417,2/9/2015,10,,,,,,
947,39.458,2/9/2015,11,,,,,,
948,39.5,2/9/2015,12,,,,,,
949,39.542,2/9/2015,13,,,,,,
950,39.583,2/9/2015,14,,,,,,
951,39.625,2/9/2015,15,,,,,,
952,39.667,2/9/2015,16,,,,,,
953,39.708,2/9/2015,17,,,,,,
954,39.75,2/9/2015,18,,,,,,
955,39.792,2/9/2015,19,,,,,,
956,39.833,2/9/2015,20,,,,,,
957,39.875,2/9/2015,21,,,,,,
958,39.917,2/9/2015,22,,,,,,
959,39.958,2/9/2015,23,,,,,,
960,40,2/9/2015,24,,,,,,
961,40.042,2/10/2015,1,,,,,,
962,40.083,2/10/2015,2,,,,,,
963,40.125,2/10/2015,3,,,,,,
964,40.167,2/10/2015,4,,,,,,
965,40.208,2/10/2015,5,,,,,,
966,40.25,2/10/2015,6,,,,,,
967,40.292,2/10/2015,7,,,,,,
968,40.333,2/10/2015,8,,,,,,
969,40.375,2/10/2015,9,,,,,,
970,40.417,2/10/2015,10,,,,,,
971,40.458,2/10/2015,11,,,,,,
972,40.5,2/10/2015,12,,,,,,
973,40.542,2/10/2015,13,,,,,,
974,40.583,2/10/2015,14,,,,,,
975,40.625,2/10/2015,15,,,,,,
976,40.667,2/10/2015,16,,,,,,
977,40.708,2/10/2015,17,,,,,,
978,40.75,2/10/2015,18,,,,,,
979,40.792,2/10/2015,19,,,,,,
980,40.833,2/10/2015,20,,,,,,
981,40.875,2/10/2015,21,,,,,,
982,40.917,2/10/2015,22,,,,,,
983,40.958,2/10/2015,23,,,,,,
984,41,2/10/2015,24,,,,,,
985,41.042,2/11/2015,1,,,,,,
986,41.083,2/11/2015,2,,,,,,
987,41.125,2/11/2015,3,,,,,,
988,41.167,2/11/2015,4,,,,,,
989,41.208,2/11/2015,5,,,,,,
990,41.25,2/11/2015,6,,,,,,
991,41.292,2/11/2015,7,,,,,,
992,41.333,2/11/2015,8,,,,,,
993,41.375,2/11/2015,9,,,,,,
994,41.417,2/11/2015,10,,,,,,
995,41.458,2/11/2015,11,,,,,,
996,41.5,2/11/2015,12,,,,,,
997,41.542,2/11/2015,13,,,,,,
998,41.583,2/11/2015,14,,,,,,
999,41.625,2/11/2015,15,,,,,,
1000,41.667,2/11/2015,16,,,,,,
1001,41.708,2/11/2015,17,,,,,,
1002,41.75,2/11/2015,18,,,,,,
1003,41.792,2/11/2015,19,,,,,,
1004,41.833,2/11/2015,20,,,,,,
1005,41.875,2/11/2015,21,,,,,,
1006,41.917,2/11/2015,22,,,,,,
1007,41.958,2/11/2015,23,,,,,,
1008,42,2/11/2015,24,,,,,,
1009,42.042,2/12/2015,1,,,,,,
1010,42.083,2/12/2015,2,,,,,,
1011,42.125,2/12/2015,3,,,,,,
1012,42.167,2/12/2015,4,,,,,,
1013,42.208,2/12/2015,5,,,,,,
1014,42.25,2/12/2015,6,,,,,,
1015,42.292,2/12/2015,7,,,,,,
1016,42.333,2/12/2015,8,,,,,,
1017,42.375,2/12/2015,9,,,,,,
1018,42.417,2/12/2015,10,,,,,,
1019,42.458,2/12/2015,11,,,,,,
1020,42.5,2/12/2015,12,,,,,,
1021,42.542,2/12/2015,13,,,,,,
1022,42.583,2/12/2015,14,,,,,,
1023,42.625,2/12/2015,15,,,,,,
1024,42.667,2/12/2015,16,,,,,,
1025,42.708,2/12/2015,17,,,,,,
1026,42.75,2/12/2015,18,,,,,,
1027,42.792,2/12/2015,19,,,,,,
1028,42.833,2/12/2015,20,,,,,,
1029,42.875,2/12/2015,21,,,,,,
1030,42.917,2/12/2015,22,,,,,,
1031,42.958,2/12/2015,23,,,,,,
1032,43,2/12/2015,24,,,,,,
1033,43.042,2/13/2015,1,,,,,,
1034,43.083,2/13/2015,2,,,,,,
1035,43.125,2/13/2015,3,,,,,,
1036,43.167,2/13/2015,4,,,,,,
1037,43.208,2/13/2015,5,,,,,,
1038,43.25,2/13/2015,6,,,,,,
1039,43.292,2/13/2015,7,,,,,,
1040,43.333,2/13/2015,8,,,,,,
1041,43.375,2/13/2015,9,,,,,,
1042,43.417,2/13/2015,10,,,,,,
1043,43.458,2/13/2015,11,,,,,,
1044,43.5,2/13/2015,12,,,,,,
1045,43.542,2/13/2015,13,,,,,,
1046,43.583,2/13/2015,14,,,,,,
1047,43.625,2/13/2015,15,,,,,,
1048,43.667,2/13/2015,16,,,,,,
1049,43.708,2/13/2015,17,,,,,,
1050,43.75,2/13/2015,18,,,,,,
1051,43.792,2/13/2015,19,,,,,,
1052,43.833,2/13/2015,20,,,,,,
1053,43.875,2/13/2015,21,,,,,,
1054,43.917,2/13/2015,22,,,,,,
1055,43.958,2/13/2015,23,,,,,,
1056,44,2/13/2015,24,,,,,,
1057,44.042,2/14/2015,1,,,,,,
1058,44.083,2/14/2015,2,,,,,,
1059,44.125,2/14/2015,3,,,,,,
1060,44.167,2/14/2015,4,,,,,,
1061,44.208,2/14/2015,5,,,,,,
1062,44.25,2/14/2015,6,,,,,,
1063,44.292,2/14/2015,7,,,,,,
1064,44.333,2/14/2015,8,,,,,,
1065,44.375,2/14/2015,9,,,,,,
1066,44.417,2/14/2015,10,,,,,,
1067,44.458,2/14/2015,11,,,,,,
1068,44.5,2/14/2015,12,,,,,,
1069,44.542,2/14/2015,13,,,,,,
1070,44.583,2/14/2015,14,,,,,,
1071,44.625,2/14/2015,15,,,,,,
1072,44.667,2/14/2015,16,,,,,,
1073,44.708,2/14/2015,17,,,,,,
1074,44.75,2/14/2015,18,,,,,,
1075,44.792,2/14/2015,19,,,,,,
1076,44.833,2/14/2015,20,,,,,,
1077,44.875,2/14/2015,21,,,,,,
1078,44.917,2/14/2015,22,,,,,,
1079,44.958,2/14/2015,23,,,,,,
1080,45,2/14/2015,24,,,,,,
1081,45.042,2/15/2015,1,,,,,,
1082,45.083,2/15/2015,2,,,,,,
1083,45.125,2/15/2015,3,,,,,,
1084,45.167,2/15/2015,4,,,,,,
1085,45.208,2/15/2015,5,,,,,,
1086,45.25,2/15/2015,6,,,,,,
1087,45.292,2/15/2015,7,,,,,,
1088,45.333,2/15/2015,8,,,,,,
1089,45.375,2/15/2015,9,,,,,,
1090,45.417,2/15/2015,10,,,,,,
1091,45.458,2/15/2015,11,,,,,,
1092,45.5,2/15/2015,12,,,,,,
1093,45.542,2/15/2015,13,,,,,,
1094,45.583,2/15/2015,14,,,,,,
1095,45.625,2/15/2015,15,,,,,,
1096,45.667,2/15/2015,16,,,,,,
1097,45.708,2/15/2015,17,,,,,,
1098,45.75,2/15/2015,18,,,,,,
1099,45.792,2/15/2015,19,,,,,,
1100,45.833,2/15/2015,20,,,,,,
1101,45.875,2/15/2015,21,,,,,,
1102,45.917,2/15/2015,22,,,,,,
1103,45.958,2/15/2015,23,,,,,,
1104,46,2/15/2015,24,,,,,,
1105,46.042,2/16/2015,1,,,,,,
1106,46.083,2/16/2015,2,,,,,,
1107,46.125,2/16/2015,3,,,,,,
1108,46.167,2/16/2015,4,,,,,,
1109,46.208,2/16/2015,5,,,,,,
1110,46.25,2/16/2015,6,,,,,,
1111,46.292,2/16/2015,7,,,,,,
1112,46.333,2/16/2015,8,,,,,,
1113,46.375,2/16/2015,9,,,,,,
1114,46.417,2/16/2015,10,,,,,,
1115,46.458,2/16/2015,11,,,,,,
1116,46.5,2/16/2015,12,,,,,,
1117,46.542,2/16/2015,13,,,,,,
1118,46.583,2/16/2015,14,,,,,,
1119,46.625,2/16/2015,15,,,,,,
1120,46.667,2/16/2015,16,,,,,,
1121,46.708,2/16/2015,17,,,,,,
1122,46.75,2/16/2015,18,,,,,,
1123,46.792,2/16/2015,19,,,,,,
1124,46.833,2/16/2015,20,,,,,,
1125,46.875,2/16/2015,21,,,,,,
1126,46.917,2/16/2015,22,,,,,,
1127,46.958,2/16/2015,23,,,,,,
1128,47,2/16/2015,24,,,,,,
1129,47.042,2/17/2015,1,,,,,,
1130,47.083,2/17/2015,2,,,,,,
1131,47.125,2/17/2015,3,,,,,,
1132,47.167,2/17/2015,4,,,,,,
1133,47.208,2/17/2015,5,,,,,,
1134,47.25,2/17/2015,6,,,,,,
1135,47.292,2/17/2015,7,,,,,,
1136,47.333,2/17/2015,8,,,,,,
1137,47.375,2/17/2015,9,,,,,,
1138,47.417,2/17/2015,10,,,,,,
1139,47.458,2/17/2015,11,,,,,,
1140,47.5,2/17/2015,12,,,,,,
1141,47.542,2/17/2015,13,,,,,,
1142,47.583,2/17/2015,14,,,,,,
1143,47.625,2/17/2015,15,,,,,,
1144,47.667,2/17/2015,16,,,,,,
1145,47.708,2/17/2015,17,,,,,,
1146,47.75,2/17/2015,18,,,,,,
1147,47.792,2/17/2015,19,,,,,,
1148,47.833,2/17/2015,20,,,,,,
1149,47.875,2/17/2015,21,,,,,,
1150,47.917,2/17/2015,22,,,,,,
1151,47.958,2/17/2015,23,,,,,,
1152,48,2/17/2015,24,,,,,,
1153,48.042,2/18/2015,1,,,,,,
1154,48.083,2/18/2015,2,,,,,,
1155,48.125,2/18/2015,3,,,,,,
1156,48.167,2/18/2015,4,,,,,,
1157,48.208,2/18/2015,5,,,,,,
1158,48.25,2/18/2015,6,,,,,,
1159,48.292,2/18/2015,7,,,,,,
1160,48.333,2/18/2015,8,,,,,,
1161,48.375,2/18/2015,9,,,,,,
1162,48.417,2/18/2015,10,,,,,,
1163,48.458,2/18/2015,11,,,,,,
1164,48.5,2/18/2015,12,,,,,,
1165,48.542,2/18/2015,13,,,,,,
1166,48.583,2/18/2015,14,,,,,,
1167,48.625,2/18/2015,15,,,,,,
1168,48.667,2/18/2015,16,,,,,,
1169,48.708,2/18/2015,17,,,,,,
1170,48.75,2/18/2015,18,,,,,,
1171,48.792,2/18/2015,19,,,,,,
1172,48.833,2/18/2015,20,,,,,,
1173,48.875,2/18/2015,21,,,,,,
1174,48.917,2/18/2015,22,,,,,,
1175,48.958,2/18/2015,23,,,,,,
1176,49,2/18/2015,24,,,,,,
1177,49.042,2/19/2015,1,,,,,,
1178,49.083,2/19/2015,2,,,,,,
1179,49.125,2/19/2015,3,,,,,,
1180,49.167,2/19/2015,4,,,,,,
1181,49.208,2/19/2015,5,,,,,,
1182,49.25,2/19/2015,6,,,,,,
1183,49.292,2/19/2015,7,,,,,,
1184,49.333,2/19/2015,8,,,,,,
1185,49.375,2/19/2015,9,,,,,,
1186,49.417,2/19/2015,10,,,,,,
1187,49.458,2/19/2015,11,,,,,,
1188,49.5,2/19/2015,12,,,,,,
1189,49.542,2/19/2015,13,,,,,,
1190,49.583,2/19/2015,14,,,,,,
1191,49.625,2/19/2015,15,,,,,,
1192,49.667,2/19/2015,16,,,,,,
1193,49.708,2/19/2015,17,,,,,,
1194,49.75,2/19/2015,18,,,,,,
1195,49.792,2/19/2015,19,,,,,,
1196,49.833,2/19/2015,20,,,,,,
1197,49.875,2/19/2015,21,,,,,,
1198,49.917,2/19/2015,22,,,,,,
1199,49.958,2/19/2015,23,,,,,,
1200,50,2/19/2015,24,,,,,,
1201,50.042,2/20/2015,1,,,,,,
1202,50.083,2/20/2015,2,,,,,,
1203,50.125,2/20/2015,3,,,,,,
1204,50.167,2/20/2015,4,,,,,,
1205,50.208,2/20/2015,5,,,,,,
1206,50.25,2/20/2015,6,,,,,,
1207,50.292,2/20/2015,7,,,,,,
1208,50.333,2/20/2015,8,,,,,,
1209,50.375,2/20/2015,9,,,,,,
1210,50.417,2/20/2015,10,,,,,,
1211,50.458,2/20/2015,11,,,,,,
1212,50.5,2/20/2015,12,,,,,,
1213,50.542,2/20/2015,13,,,,,,
1214,50.583,2/20/2015,14,,,,,,
1215,50.625,2/20/2015,15,,,,,,
1216,50.667,2/20/2015,16,,,,,,
1217,50.708,2/20/2015,17,,,,,,
1218,50.75,2/20/2015,18,,,,,,
1219,50.792,2/20/2015,19,,,,,,
1220,50.833,2/20/2015,20,,,,,,
1221,50.875,2/20/2015,21,,,,,,
1222,50.917,2/20/2015,22,,,,,,
1223,50.958,2/20/2015,23,,,,,,
1224,51,2/20/2015,24,,,,,,
1225,51.042,2/21/2015,1,,,,,,
1226,51.083,2/21/2015,2,,,,,,
1227,51.125,2/21/2015,3,,,,,,
1228,51.167,2/21/2015,4,,,,,,
1229,51.208,2/21/2015,5,,,,,,
1230,51.25,2/21/2015,6,,,,,,
1231,51.292,2/21/2015,7,,,,,,
1232,51.333,2/21/2015,8,,,,,,
1233,51.375,2/21/2015,9,,,,,,
1234,51.417,2/21/2015,10,,,,,,
1235,51.458,2/21/2015,11,,,,,,
1236,51.5,2/21/2015,12,,,,,,
1237,51.542,2/21/2015,13,,,,,,
1238,51.583,2/21/2015,14,,,,,,
1239,51.625,2/21/2015,15,,,,,,
1240,51.667,2/21/2015,16,,,,,,
1241,51.708,2/21/2015,17,,,,,,
1242,51.75,2/21/2015,18,,,,,,
1243,51.792,2/21/2015,19,,,,,,
1244,51.833,2/21/2015,20,,,,,,
1245,51.875,2/21/2015,21,,,,,,
1246,51.917,2/21/2015,22,,,,,,
1247,51.958,2/21/2015,23,,,,,,
1248,52,2/21/2015,24,,,,,,
1249,52.042,2/22/2015,1,,,,,,
1250,52.083,2/22/2015,2,,,,,,
1251,52.125,2/22/2015,3,,,,,,
1252,52.167,2/22/2015,4,,,,,,
1253,52.208,2/22/2015,5,,,,,,
1254,52.25,2/22/2015,6,,,,,,
1255,52.292,2/22/2015,7,,,,,,
1256,52.333,2/22/2015,8,,,,,,
1257,52.375,2/22/2015,9,,,,,,
1258,52.417,2/22/2015,10,,,,,,
1259,52.458,2/22/2015,11,,,,,,
1260,52.5,2/22/2015,12,,,,,,
1261,52.542,2/22/2015,13,,,,,,
1262,52.583,2/22/2015,14,,,,,,
1263,52.625,2/22/2015,15,,,,,,
1264,52.667,2/22/2015,16,,,,,,
1265,52.708,2/22/2015,17,,,,,,
1266,52.75,2/22/2015,18,,,,,,
1267,52.792,2/22/2015,19,,,,,,
1268,52.833,2/22/2015,20,,,,,,
1269,52.875,2/22/2015,21,,,,,,
1270,52.917,2/22/2015,22,,,,,,
1271,52.958,2/22/2015,23,,,,,,
1272,53,2/22/2015,24,,,,,,
1273,53.042,2/23/2015,1,,,,,,
1274,53.083,2/23/2015,2,,,,,,
1275,53.125,2/23/2015,3,,,,,,
1276,53.167,2/23/2015,4,,,,,,
1277,53.208,2/23/2015,5,,,,,,
1278,53.25,2/23/2015,6,,,,,,
1279,53.292,2/23/2015,7,,,,,,
1280,53.333,2/23/2015,8,,,,,,
1281,53.375,2/23/2015,9,,,,,,
1282,53.417,2/23/2015,10,,,,,,
1283,53.458,2/23/2015,11,,,,,,
1284,53.5,2/23/2015,12,,,,,,
1285,53.542,2/23/2015,13,,,,,,
1286,53.583,2/23/2015,14,,,,,,
1287,53.625,2/23/2015,15,,,,,,
1288,53.667,2/23/2015,16,,,,,,
1289,53.708,2/23/2015,17,,,,,,
1290,53.75,2/23/2015,18,,,,,,
1291,53.792,2/23/2015,19,,,,,,
1292,53.833,2/23/2015,20,,,,,,
1293,53.875,2/23/2015,21,,,,,,
1294,53.917,2/23/2015,22,,,,,,
1295,53.958,2/23/2015,23,,,,,,
1296,54,2/23/2015,24,,,,,,
1297,54.042,2/24/2015,1,,,,,,
1298,54.083,2/24/2015,2,,,,,,
1299,54.125,2/24/2015,3,,,,,,
1300,54.167,2/24/2015,4,,,,,,
1301,54.208,2/24/2015,5,,,,,,
1302,54.25,2/24/2015,6,,,,,,
1303,54.292,2/24/2015,7,,,,,,
1304,54.333,2/24/2015,8,,,,,,
1305,54.375,2/24/2015,9,,,,,,
1306,54.417,2/24/2015,10,,,,,,
1307,54.458,2/24/2015,11,,,,,,
1308,54.5,2/24/2015,12,,,,,,
1309,54.542,2/24/2015,13,,,,,,
1310,54.583,2/24/2015,14,,,,,,
1311,54.625,2/24/2015,15,,,,,,
